Name,RAdeg,DEdeg,Memb,Disk,Acc,K2var,umag,gmag,rmag,imag,Hamag,SpT,Avmag,Lbol,Mstar,Rstar,logAge,logMacc,DlogMacc+,DlogMacc-,Age_linear,Macc_linear,logMstar,c_value
05215741+0011423,80.48921203613281,0.1950929760932922,,,,,,,,,,,-0.2140000015497207,0.1541700535892966,0.4169999957084656,1.0274492285557817,6.706034641806693,-9.055024093964663,,,5081999.77874756,8.809999951786576e-10,-0.37986394949576224,-5.866319833135826
05400668+0103099,85.02787017822266,1.052766919136047,,,,,,,,,,,0.4830000102519989,0.1887991448597198,0.4059999883174896,1.143010175324444,6.553761697927109,-8.707079703766459,,,3578999.9961852995,1.9629999847836643e-09,-0.39147397891948044,-5.567782202327564
05352288-0437406,83.84535217285156,-4.627968788146973,,,,,,,,,,,2.2090001106262207,0.238781139826872,0.4569999873638153,1.2319063079731425,6.511080839921449,-8.524328807993639,,,3243999.958038332,2.9900000253491027e-09,-0.3400838119385204,-5.460985591721633
05341320-0533535,83.55500793457031,-5.564878940582275,,,,,,,,,,,0.1379999965429306,0.192752502958973,0.4930000007152557,1.0879215216604317,6.714078168822,-8.386686849593922,,,5177000.045776368,4.1049998955600156e-09,-0.3071530800926856,-5.277315189751157
05341420-0542210,83.55918884277344,-5.705842971801758,,,,,,,,,,,1.6720000505447388,0.4518559456152196,0.625,1.4827366164138154,6.403463712468514,-8.415668789924172,,,2532000.0648498535,3.839999873633809e-09,-0.2041199826559248,-5.551098396304624
05351929-0516447,83.83040618896484,-5.279088973999023,,,,,,,,,,,0.5230000019073486,0.1513561273363611,0.1659999936819076,1.316157696846755,5.98227122333233,-7.907630295619972,,,959999.9785423281,1.2370000135319983e-08,-0.7798919284895396,-4.561826833206325
05353644-0534111,83.90184020996094,-5.56976318359375,,,,,,,,,,,0.9089999794960022,0.5847900904047123,0.503000020980835,1.7877883523981335,6.064083450615188,-8.142607201355089,,,1159000.0391006472,7.200999796452849e-09,-0.2984319968290415,-5.310371895018523
05353733-0623263,83.90555572509766,-6.390665054321289,,,,,,,,,,,0.7210000157356262,0.2630268092972728,0.4169999957084656,1.3278412516396387,6.373279891173302,-8.838033394191855,,,2361999.9885559096,1.4519999647077932e-09,-0.37986394949576224,-5.786130544512759
05352448-0601463,83.85201263427734,-6.029534816741943,,,,,,,,,,,0.328000009059906,0.1106623859309317,0.3319999873638153,0.9380250676077706,6.704579454602623,-9.194023638975713,,,5065000.057220459,6.39700015181431e-10,-0.4788619328255582,-5.893401610104318
05344956-0529033,83.70653533935547,-5.484274864196777,,,,,,,,,,,2.638999938964844,0.6576578429515465,0.3740000128746032,2.114591343571746,5.802089260168191,-7.507239599845327,,,634000.0033378603,3.110000079686869e-08,-0.42712838284933524,-4.63644507659717
05344514-0621072,83.68812561035156,-6.3520188331604,,,,,,,,,,,0.6639999747276306,0.2197859911395355,0.395000010728836,1.2402027968698992,6.435525862741863,-9.267204319301172,,,2726000.0705718985,5.404999781077911e-10,-0.4034028925774025,-6.16295788753459
05343822-0524236,83.65925598144531,-5.406582832336426,,,,,,,,,,,0.9570000171661376,0.2275097395800606,0.2899999916553497,1.385328428651371,6.174641194045651,-8.634886565720098,,,1495000.004768372,2.318000014156497e-09,-0.5376020145977185,-5.48537064585361
05344117-0546116,83.67157745361328,-5.769899845123291,,,,,,,,,,,1.1859999895095823,0.3580964290425507,0.3600000143051147,1.6131931612833377,6.081707276273951,-8.568636235623158,,,1207000.0171661368,2.700000001354398e-09,-0.44369748197540093,-5.564054173475837
05353079-0530362,83.87832641601562,-5.510056018829346,,,,,,,,,,,0.8309999704360962,0.3396252634544974,0.2569999992847442,1.7389950263737106,5.887054393629542,-8.37934353044202,,,771000.0276565556,4.1749999013518465e-09,-0.5900668778773889,-5.288430804007792
05352831-0559132,83.86798858642578,-5.987026214599609,,,,,,,,,,,0.7459999918937683,0.2917426837824473,0.2590000033378601,1.6114659474883988,5.97497199693054,-8.559405730198273,,,944000.0057220451,2.7580000505622556e-09,-0.5867002303217821,-5.436174868074438
05345559-0555293,83.73165893554688,-5.924810886383057,,,,,,,,,,,3.1489999294281006,0.2716439364280255,0.3420000076293945,1.437517625809154,6.198106984962564,-8.192329710887027,,,1577999.9494552612,6.4219998208159375e-09,-0.46597388425554953,-5.11457543874415
05390136-0218274,84.75569152832031,-2.307637929916382,,,,,,,,,,,1.024999976158142,0.7177943015167668,0.5059999823570251,1.9500781086688597,5.957128206362612,-8.091461374748063,,,906000.0181198115,8.100999870919158e-09,-0.295849498302981,-5.306132411521914
05344048-0457396,83.66869354248047,-4.961006164550781,,,,,,,,,,,0.8119999766349792,0.1945359968418698,0.2980000078678131,1.2748175075891823,6.277609209932846,-8.56992495150074,,,1894999.9809265153,2.6919999562835524e-09,-0.5257837244574771,-5.391509105700851
05381315-0245509,84.55481719970703,-2.764166116714478,,,,,,,,,,,0.6629999876022339,0.4335108729137957,0.4480000138282776,1.632167801565525,6.137354104729435,-7.964170174331993,,,1371999.979019166,1.0860000010382003e-08,-0.34872197259662263,-5.044654993025258
05353170-0441077,83.8821029663086,-4.685482978820801,,,,,,,,,,,1.2660000324249268,0.1425607541948693,0.2520000040531158,1.14561586512084,6.327563245381381,-8.479123605628784,,,2125999.9275207524,3.3180000968968724e-09,-0.5985994522333535,-5.197412150152731
05353333-0451113,83.888916015625,-4.853157997131348,,,,,,,,,,,1.3919999599456787,0.2612161328586812,0.402999997138977,1.337916669435967,6.348694212161916,-9.007446475664317,,,2232000.1125335717,9.830000147203976e-10,-0.3946949569420829,-5.948795075937149
05334167-0524042,83.42364501953125,-5.40118408203125,,,,,,,,,,,0.3799999952316284,0.215278175599735,0.4079999923706054,1.21525648072175,6.476686739905317,-8.912573530684831,,,2996999.9790191646,1.2230000345780918e-09,-0.3893398450312083,-5.807388465697317
05373094-0223427,84.37895202636719,-2.395213842391968,,,,,,,,,,,-0.4199999868869781,0.1037528350885737,0.3610000014305115,0.8851084406506708,6.823474219220139,-8.93479385260972,,,6659999.847412109,1.1620000517353907e-09,-0.4424927963733913,-5.626627357944473
05354764-0519145,83.94853973388672,-5.320701122283936,,,,,,,,,,,3.8519999980926514,0.3672822984817817,0.4399999976158142,1.5225608892832243,6.222716459987166,-8.462684735728649,,,1669999.9570846565,3.4459999298519535e-09,-0.35654732586708243,-5.49918167365747
05345404-0623507,83.72520446777344,-6.397418022155762,,,,,,,,,,,0.3709999918937683,0.5470159698008789,0.4440000057220459,1.819879684298644,6.007320935818152,-8.30120376629983,,,1016999.9599456793,4.997999791811485e-09,-0.35261702428841407,-5.430720623651867
05352551-0451205,83.8563003540039,-4.85571813583374,,,,,,,,,,,1.593000054359436,0.3589219405562241,0.3140000104904175,1.6877709484286536,5.992995110427278,-7.5288550380132495,,,984000.0271797174,2.95899997837523e-08,-0.5030703374174528,-4.493263992037037
05333855-0513125,83.41065979003906,-5.220147132873535,,,,,,,,,,,0.6620000004768372,0.1845015303711745,0.3089999854564667,1.230066223843856,6.336059274427623,-8.706195662977326,,,2167999.982833865,1.966999896296786e-09,-0.5100415410158657,-5.521641710357379
05332852-0517262,83.36883544921875,-5.290629863739014,,,,,,,,,,,0.6150000095367432,0.4570881858508973,0.4959999918937683,1.6111402127968897,6.192288624006493,-8.696803954622316,,,1557000.041007997,2.0099999442635375e-09,-0.3045183306075681,-5.804943801285887
05455311-0013248,86.47130584716797,-0.2235769927501678,,,,,,,,,,,1.409000039100647,0.2576321236205974,0.4569999873638153,1.27625243005657,6.464936437356967,-9.006960757737012,,,2917000.0553131127,9.841000236932018e-10,-0.3400838119385204,-5.962588328134368
05354355-0505414,83.93148040771484,-5.094851016998291,,,,,,,,,,,0.221000000834465,0.3741106001840286,0.4199999868869781,1.5610002607379607,6.172310965179583,-8.69962195714218,,,1486999.9885559077,1.9969998987789946e-09,-0.37675072316141656,-5.73387934940151
05454612-0044407,86.44220733642578,-0.7446399927139282,,,,,,,,,,,1.3020000457763672,0.2728977716889368,0.3529999852180481,1.4264650080182115,6.216693587350538,-8.688246150050924,,,1646999.955177306,2.049999947573153e-09,-0.4522253127983539,-5.6184765141912845
05353070-0518071,83.8779296875,-5.301982879638672,,,,,,,,,,,2.6029999256134038,0.4602565604424525,0.3199999928474426,1.889238162191864,5.880813586831113,-7.729554097435796,,,759999.990463256,1.8639999765923683e-08,-0.49485003138733225,-4.749425653539996
05312062-0049197,82.83594512939453,-0.8221549987792969,,,,,,,,,,,-1.253999948501587,0.1648162420479321,0.1809999942779541,1.341072290942589,6.023252438041624,-8.288361478283788,,,1054999.9475479128,5.1479998042225394e-09,-0.74232143886039,-4.968410595973406
05361475-0613169,84.06148529052734,-6.221367835998535,,,,,,,,,,,0.4230000078678131,0.2355049170123209,0.4110000133514404,1.2653796589158437,6.429106025911254,-8.870632418456857,,,2686000.1087188697,1.3469999560200536e-09,-0.3861581640157634,-5.788624768548474
05380826-0235562,84.5344467163086,-2.5989670753479,,,,,,,,,,,1.4270000457763672,0.4698940988026584,0.4020000100135803,1.762974875541491,6.012837212641808,-8.675306104995872,,,1029999.971389771,2.1119999082941385e-09,-0.39577393609751343,-5.753505193978905
05400195-0221325,85.0081558227539,-2.359045028686523,,,,,,,,,,,1.9989999532699585,0.4236429700032502,0.356000006198883,1.754128358281943,5.984527301540864,-8.543026997569408,,,964999.9737739571,2.863999926105978e-09,-0.448549994464932,-5.572882239417758
05291271-0010187,82.30296325683594,-0.1718810051679611,,,,,,,,,,,0.2000000029802322,0.2382319328111594,0.6539999842643738,1.1033818417808507,6.847387562092479,-9.361910283131182,,,7037000.17929077,4.3459999488071307e-10,-0.18442226212511456,-6.337222296681499
05334545-0536323,83.43939208984375,-5.60899019241333,,,,,,,,,,,3.0429999828338623,0.6823387040682957,0.2949999868869781,2.3327550930045104,5.50920254092412,-8.271078339294966,,,323000.01382827753,5.357000176786631e-09,-0.5301780033266275,-5.403573864565654
05385922-0233514,84.74678039550781,-2.564279079437256,,,,,,,,,,,1.741000056266785,0.2642408702198117,0.3980000019073486,1.350637845771218,6.330413794638585,-8.47586361055068,,,2140000.1049041767,3.343000098965381e-09,-0.40011692584502834,-5.418565285134794
05354049-0452260,83.91873931884766,-4.873906135559082,,,,,,,,,,,1.3309999704360962,0.1995262369736742,0.3619999885559082,1.2170210749432009,6.422261459585852,-8.741362729186488,,,2644000.0534057603,1.813999950250892e-09,-0.4412914431964089,-5.599507350104621
05345833-0554288,83.74307250976562,-5.908013820648193,,,,,,,,,,,1.3459999561309814,0.4613175793721995,0.460999995470047,1.662102669875724,6.124178045828214,-8.236497125196268,,,1330999.9704360971,5.801000124705527e-09,-0.3362990788778868,-5.336518079365337
05345201-0524187,83.71674346923828,-5.405220985412598,,,,,,,,,,,1.7280000448226929,0.2937649616481951,0.3379999995231628,1.498861563965303,6.143951118505248,-8.323489270031907,,,1393000.0066757216,4.748000215215595e-09,-0.471083300335031,-5.262192340412732
05345292-0528591,83.72050476074219,-5.483089923858643,,,,,,,,,,,0.135000005364418,0.1312199811134032,0.2450000047683715,1.108299763612823,6.3500541094875125,-8.364817942215534,,,2239000.082015991,4.317000090736661e-09,-0.6108339071829066,-5.059955038580125
05353672-0510004,83.90301513671875,-5.166781902313232,,,,,,,,,,,1.5290000438690186,0.1306170878092994,0.2090000063180923,1.1501397053967648,6.245018874742863,-8.392652244457345,,,1758000.0162124631,4.048999802108714e-09,-0.6798537007601777,-5.052526847428766
05344518-0510476,83.68829345703125,-5.179903984069824,,,,,,,,,,,1.371999979019165,0.4197589800735463,0.3689999878406524,1.7247005802450055,6.01367967441522,-7.730487061324847,,,1031999.9456405649,1.859999976261409e-08,-0.4329736481518818,-4.766060517809293
05401513-0057266,85.06307983398438,-0.9574019908905028,,,,,,,,,,,0.5509999990463257,0.1963360199231302,0.4429999887943268,1.1336843929238616,6.607240488688962,-9.349206951350904,,,4047999.858856198,4.4750000927074015e-10,-0.35359628476239796,-6.230973206545388
05360110-0615314,84.00459289550781,-6.258735179901123,,,,,,,,,,,0.7450000047683716,0.381944259727038,0.4510000050067901,1.5369299125701148,6.216429838173389,-8.467882876138434,,,1646000.0276565554,3.4050000596863546e-09,-0.3458234533007062,-5.519152558966706
05333304-0511555,83.38770294189453,-5.198750972747803,,,,,,,,,,,1.0520000457763672,0.2636331408982031,0.335999995470047,1.424714798295856,6.198106984962564,-8.568636235623158,,,1577999.9494552612,2.700000001354398e-09,-0.4736607284653155,-5.48214549129278
05392030-0118253,84.83458709716797,-1.307034969329834,,,,,,,,,,,1.2209999561309814,0.2786121122744104,0.2870000004768371,1.533753701868584,6.061075332265944,-8.978810710916731,,,1151000.0228881831,1.049999975855087e-09,-0.5421181025444477,-5.87085098822863
05342587-0456274,83.60783386230469,-4.940961837768555,,,,,,,,,,,0.4779999852180481,0.3435579584618176,0.4169999957084656,1.504224664745332,6.216693587350538,-8.247797831363837,,,1646999.955177306,5.652000201195049e-09,-0.37986394949576224,-5.260270403189322
05354669-0549262,83.9445571899414,-5.823967933654785,,,,,,,,,,,0.4749999940395355,0.6823387040682957,0.5189999938011169,1.8887688442154975,6.004751171568097,-8.109411331097954,,,1011000.037193299,7.773000021416e-09,-0.28483264733871116,-5.31702490451001
05353369-0446237,83.89038848876953,-4.773270130157471,,,,,,,,,,,1.3650000095367432,0.4909078925919903,0.4979999959468841,1.6603537883791848,6.155032234877524,-8.108128153411956,,,1429000.0200271604,7.79600028977256e-09,-0.3027706607749127,-5.2335710776828455
05351455-0615127,83.81066131591797,-6.2535400390625,,,,,,,,,,,4.060999870300293,0.6025595877283207,0.4040000140666961,1.9717818408257572,5.88930168914581,-8.383104593582102,,,774999.9761581421,4.138999809555342e-09,-0.3936186197678891,-5.5145409607699
05343005-0449506,83.625244140625,-4.83073902130127,,,,,,,,,,,0.625,0.4508167191433074,0.5450000166893005,1.5500782151626695,6.281260690089265,-7.971835580792827,,,1911000.0133514395,1.066999999466133e-08,-0.26360348442414466,-5.089899136692272
05395465-0246341,84.97772979736328,-2.7761390209198,,,,,,,,,,,0.9710000157356262,1.3091819190464828,0.5289999842643738,2.4876938434082163,5.693726938233895,-7.815308583671066,,,493999.98784065264,1.5299999489570837e-08,-0.2765443408833317,-5.160209828379852
05385200-0246436,84.7166976928711,-2.77879810333252,,,,,,,,,,,0.5860000252723694,0.7585775797141698,0.5389999747276306,1.949107957592096,5.980003363994143,-8.62911696370978,,,954999.9833106999,2.34900010553929e-09,-0.26841125517624986,-5.86556851269923
05352804-0517202,83.8668441772461,-5.288956165313721,,,,,,,,,,,1.034000039100647,0.2722701323024972,0.1949999928474426,1.6876723694271814,5.691965114763296,-8.384576057935641,,,492000.01358985866,4.124999897214816e-09,-0.709965404567309,-5.237597507385704
05365186-0508358,84.21609497070312,-5.143281936645508,,,,,,,,,,,0.0430000014603138,0.3483373115938737,0.5220000147819519,1.403234174185633,6.398634315606492,-9.217384082939493,,,2503999.9485015874,6.061999791029389e-10,-0.28232948469942354,-6.265910238772886
05342298-0441392,83.59577941894531,-4.694241046905518,,,,,,,,,,,1.347000002861023,0.6353309363859276,0.4670000076293945,1.9066152042805449,5.9609461837254605,-8.3896592809976,,,913999.9747276299,4.077000070878959e-09,-0.33068311233880454,-5.5631705831997404
05364039-0613334,84.1683120727539,-6.22594690322876,,,,,,,,,,,0.6359999775886536,0.3801894077999425,0.5699999928474426,1.417714183774354,6.422753953505991,-8.748361770630076,,,2647000.0743865985,1.7850000366692563e-09,-0.2441251497771862,-5.830392997436485
05353178-0023065,83.88243103027344,-0.3851490020751953,,,,,,,,,,,1.1390000581741333,0.4130474988155993,0.414000004529953,1.642583692349844,6.10448709600874,-8.611898817735504,,,1271999.9551773062,2.443999891355023e-09,-0.3829996541270876,-5.666937598067938
05354413-0448048,83.93388366699219,-4.801342010498047,,,,,,,,,,,1.402999997138977,0.5470159698008789,0.503000020980835,1.7353641540877724,6.09933526714211,-8.603800655698588,,,1256999.9694824207,2.4899999839789156e-09,-0.2984319968290415,-5.757072699032326
05353635-0531378,83.90147399902344,-5.527184963226318,,,,,,,,,,,0.4070000052452087,0.2328091170756021,0.1990000009536743,1.5508685359595564,5.881954985199804,-7.726535711995366,,,762000.0243186952,1.8770000664858357e-08,-0.7011469215090095,-4.511471572866001
05352277-0428510,83.84490966796875,-4.480854988098145,,,,,,,,,,,0.3519999980926513,0.3698281702379536,0.4699999988079071,1.492915834291236,6.269746359554891,-8.234033578951253,,,1860999.941825868,5.8339999498002685e-09,-0.3279021431658131,-5.28375232950521
05345073-0527010,83.71138763427734,-5.450296878814697,,,,,,,,,,,1.4819999933242798,0.7816278031937635,0.5809999704360962,1.9206400450734968,6.026941632240919,-8.112495249804658,,,1064000.010490418,7.717999572776081e-09,-0.23582388970853435,-5.366686765076585
05351539-0433262,83.81414031982422,-4.557290077209473,,,,,,,,,,,0.2560000121593475,0.5370317831033883,0.5730000138282776,1.6439358532736303,6.224274014047136,-8.75770709772272,,,1675999.9990463255,1.7469999891162028e-09,-0.24184536755172945,-5.923928049970591
05354600-0057522,83.94170379638672,-0.9645050168037416,,,,,,,,,,,0.3899999856948852,0.6280583486419867,0.6460000276565552,1.6856409568779225,6.243781921291662,-8.48758245695467,,,1753000.020980835,3.2539999583747245e-09,-0.18976746341189882,-5.704972430841511
05392639-0215034,84.85999298095703,-2.250967979431152,,,,,,,,,,,0.3210000097751617,0.5345643412021641,0.6769999861717224,1.5501178029246572,6.3800302351920966,-8.919012957169015,,,2398999.9294281024,1.2049999886798431e-09,-0.16941134018567505,-6.10352454362815
05355462-0527075,83.97761535644531,-5.452099800109863,,,,,,,,,,,0.6019999980926514,0.3523708636916064,0.4690000116825104,1.4621342936089683,6.297103648686477,-9.131003101998528,,,1981999.993324278,7.395999923609506e-10,-0.32882714646690026,-6.168423471971529
05345304-0503271,83.72101593017578,-5.057534217834473,,,,,,,,,,,0.335999995470047,0.4325138383956809,0.5320000052452087,1.535026961286647,6.28352736572411,-8.43889860690977,,,1921000.0038146968,3.6400000791303447e-09,-0.27408836342306236,-5.544113717270898
05354987-0518308,83.95781707763672,-5.308582782745361,,,,,,,,,,,2.901000022888184,0.3334264142275879,0.3379999995231628,1.592111510347152,6.078456801458615,-8.20655886212091,,,1197999.9542236337,6.215000070142201e-09,-0.471083300335031,-5.172187814032242
05320040-0140110,83.0016860961914,-1.669734954833984,,,,,,,,,,,0.3120000064373016,0.3419794498355515,0.6809999942779541,1.279500447247947,6.651374938737005,-8.70245831569024,,,4480999.94659424,1.984000075339053e-09,-0.16685289173633813,-5.778323057383348
05345156-0525129,83.71485137939453,-5.420277118682861,,,,,,,,,,,1.6089999675750732,1.2133888473008831,0.5350000262260437,2.3947935888194984,5.736396515575855,-8.067983098230625,,,545000.0166893001,8.55099990815234e-09,-0.27164619668937756,-5.400909097906466
05322578-0036533,83.107421875,-0.6148149967193604,,,,,,,,,,,0.7699999809265137,0.5035005996663322,0.4390000104904175,1.7601085220996953,6.038620183548973,-8.339324192579296,,,1093000.0543594363,4.578000201149739e-09,-0.3575354693799051,-5.450383319122895
05353066-0527167,83.87776184082031,-5.454649925231934,,,,,,,,,,,1.1619999408721924,0.3881503540578086,0.3370000123977661,1.7138234304492546,5.996511665056413,-8.639406567315842,,,991999.9837875373,2.294000100988572e-09,-0.4723700831515655,-5.637262134684304
05343064-0435526,83.62767791748047,-4.597960948944092,,,,,,,,,,,1.9739999771118164,0.3572728407016879,0.4429999887943268,1.4997730427091107,6.2410481466297485,-8.481091413731303,,,1741999.9837875383,3.3030000956557553e-09,-0.35359628476239796,-5.513405870117726
05344178-0453462,83.67411041259766,-4.896180152893066,,,,,,,,,,,0.8849999904632568,0.3564511220765602,0.4399999976158142,1.5024211928636977,6.2367891054118365,-8.951169912009007,,,1725000.0238418588,1.1190000037686348e-09,-0.35654732586708243,-5.981881334482255
05353447-0440207,83.89363098144531,-4.672428131103516,,,,,,,,,,,3.400000095367432,0.7550922252818875,0.6549999713897705,1.8132415675290727,6.155336021535235,-8.249337338479007,,,1429999.9475479133,5.632000199540253e-09,-0.18375871897808727,-5.509918228986232
05382915-0216156,84.62149810791016,-2.271023988723755,,,,,,,,,,,0.8859999775886536,0.7311390710406359,0.6840000152587891,1.7619550046780512,6.210050844257467,-8.209855642799628,,,1621999.9790191657,6.167999888617708e-09,-0.16494388859156825,-5.4693262636289735
05392519-0238220,84.85499572753906,-2.639452934265137,,,,,,,,,,,1.3930000066757202,1.0839269143931118,0.546999990940094,2.260198629111624,5.808885863179469,-7.758702599086612,,,643999.9938011168,1.7430000553986267e-08,-0.2620126808597451,-5.072775894578348
05360808-0441205,84.03369140625,-4.689050197601318,,,,,,,,,,,0.5210000276565552,0.3990249124387328,0.4480000138282776,1.5720253341925228,6.185258749886661,-8.80382381585616,,,1531999.9456405647,1.5709999967583593e-09,-0.34872197259662263,-5.864614180764283
05340383-0436062,83.51599884033203,-4.60172700881958,,,,,,,,,,,0.6510000228881836,0.2306747059551769,0.4289999902248382,1.2361165263513127,6.477988982313338,-8.814174629598787,,,3006000.0419616685,1.5340000381058888e-09,-0.3675427177110773,-5.73322768453821
05384423-0240197,84.68429565429688,-2.67214298248291,,,,,,,,,,,0.1809999942779541,0.8452788472484717,0.6819999814033508,1.8740643940907304,6.126780572681571,-8.985479462613128,,,1338999.9866485598,1.0339999967357e-09,-0.16621563718578242,-6.277738572721905
05343614-0605346,83.65060424804688,-6.092970848083496,,,,,,,,,,,0.0480000004172325,0.2618182904731396,0.3729999959468841,1.3733978021449569,6.28420507329876,-8.715343711319152,,,1924000.024795531,1.9260000261311916e-09,-0.42829117291047025,-5.645021213514214
05343266-0521074,83.6360855102539,-5.352068901062012,,,,,,,,,,,0.7400000095367432,0.2685344569491132,0.4600000083446502,1.2979134462196775,6.444825212894234,-9.191451465275732,,,2785000.085830687,6.434999755278171e-10,-0.33724216044008787,-6.158576793734037
05390357-0246269,84.76487731933594,-2.77416205406189,,,,,,,,,,,0.9369999766349792,0.2084490910561493,0.3269999921321869,1.2824984644391468,6.315130313976047,-8.839531479597534,,,2065999.9847412095,1.4469999642940917e-09,-0.4854522577890958,-5.691528711737973
05352279-0531372,83.84497833251953,-5.527012825012207,,,,,,,,,,,1.85699999332428,0.5199959854003063,0.3529999852180481,1.9374460686002744,5.879669214920949,-8.180390254688822,,,758000.0162124627,6.601000190897827e-09,-0.4522253127983539,-5.249177347628586
05343024-0511481,83.62603759765625,-5.196722030639648,,,,,,,,,,,3.6540000438690186,1.3212956321918252,0.460999995470047,2.6486675752680235,5.605305043057917,-7.232769898918421,,,402999.99713897664,5.851000040024702e-08,-0.3362990788778868,-4.546108796261455
05355405-0447193,83.9752426147461,-4.788712024688721,,,,,,,,,,,0.625,0.2811900836573639,0.3540000021457672,1.445945317312966,6.201123893558257,-8.314347827679928,,,1588999.986648561,4.848999868301005e-09,-0.45099673534174084,-5.252375508567094
05321016-0037124,83.04234313964844,-0.6201149821281433,,,,,,,,,,,0.5600000023841858,0.7095777615359237,0.9610000252723694,1.5279985788145722,6.570309377860857,-9.165515701318595,,,3717999.9351501465,6.831000209928117e-10,-0.017276600910382398,-6.444708667615652
05345802-0517376,83.74179077148438,-5.293800830841064,,,,,,,,,,,3.3310000896453857,0.4395416221942006,0.4580000042915344,1.6290586321300042,6.149219102374428,-8.585360847023761,,,1409999.9666213982,2.598000037323798e-09,-0.33913451792672095,-5.671864362012302
05470696+0000477,86.77899932861328,0.0132550001144409,,,,,,,,,,,1.4220000505447388,1.093956368298981,0.5809999704360962,2.218119867741602,5.848804682865628,-7.76649624878721,,,705999.9704360979,1.711999964015834e-08,-0.23582388970853435,-5.093923040207901
05352253-0452369,83.84387969970703,-4.876937866210938,,,,,,,,,,,3.0980000495910645,0.5623413251903491,0.3160000145435333,2.08609856870594,5.761175829665326,-7.64493180880766,,,577000.0219345095,2.2649999209534157e-08,-0.500312897393697,-4.707779767249843
05334822-0513262,83.45092010498047,-5.223948001861572,,,,,,,,,,,1.1929999589920044,0.1749846571427898,0.3630000054836273,1.1409044317615908,6.504062870741302,-8.584859634115595,,,3191999.9122619606,2.601000081980945e-09,-0.44009336840325647,-5.410735906606564
05354886-0612078,83.95361328125,-6.202184200286865,,,,,,,,,,,0.9020000100135804,1.3243415393751203,0.7289999723434448,2.2174531583191253,5.940516474483186,-8.01108449103795,,,871999.9790191657,9.747999740739035e-09,-0.1372724881581427,-5.412815389206038
05352864-0447265,83.86934661865234,-4.790700912475586,,,,,,,,,,,1.8040000200271609,0.3515604436162873,0.3070000112056732,1.681535288844929,5.989004626318421,-8.129245065925149,,,975000.0238418569,7.425999815069408e-09,-0.5128616086708202,-5.084166323275995
05354486-0507170,83.93692016601562,-5.121395111083984,,,,,,,,,,,0.9629999995231628,3.2583670958813022,0.5709999799728394,3.671826990205483,5.227886704000988,-8.111876711666074,,,168999.99976158145,7.728999662504074e-09,-0.24336390698652588,-5.686004359199517
05350167-0432529,83.75697326660156,-4.548037052154541,,,,,,,,,,,0.6610000133514404,0.2084490910561493,0.4359999895095825,1.1718915844889728,6.5550944381950895,-9.370590387600387,,,3589999.9141693125,4.2600001304293993e-10,-0.3605135211807958,-6.2659330384266365
05352746-0517099,83.86444854736328,-5.286098003387451,,,,,,,,,,,4.0929999351501465,1.8749945163020805,0.4359999895095825,3.1833711122706347,5.222716459987166,-7.330776114920107,,,166999.99570846563,4.6690001198612676e-08,-0.3605135211807958,-4.773883109476189
05352909-0529103,83.87122344970703,-5.486203193664551,,,,,,,,,,,2.23799991607666,0.9571940726413856,0.4729999899864197,2.271871636456069,5.767897634747869,-8.011129049448297,,,586000.0252723688,9.746999651838449e-09,-0.3251388684563591,-5.270307355015961
05353089-0455178,83.87873077392578,-4.921630859375,,,,,,,,,,,0.3630000054836273,0.4943106934996247,0.5379999876022339,1.6214618203060631,6.214843844259508,-7.972242795560655,,,1639999.9856948867,1.0659999993833943e-08,-0.2692177343415689,-5.111230633020081
05362788-0625360,84.11619567871094,-6.426677227020264,,,,,,,,,,,0.2140000015497207,0.1355189503115454,0.1940000057220459,1.193603173620758,6.17811324351993,-9.183626107693687,,,1506999.9694824233,6.552000053616812e-10,-0.7121982572602228,-5.834245647526447
05344188-0453382,83.67452239990234,-4.893969058990479,,,,,,,,,,,1.0269999504089355,0.3732501551319357,0.2860000133514404,1.767738906619822,5.913283904794671,-8.363813095611128,,,819000.0057220457,4.327000091564065e-09,-0.5436339465966327,-5.314890233475607
05390878-0231115,84.78658294677734,-2.519866943359375,,,,,,,,,,,1.2400000095367432,0.1682674103563098,0.3019999861717224,1.1831269962654714,6.3729119836653165,-9.368657720401314,,,2359999.895095827,4.278999932161302e-10,-0.5199930769287593,-6.157642557493659
05351403-0552090,83.80848693847656,-5.869180202484131,,,,,,,,,,,0.6899999976158142,0.5701642686811527,0.8640000224113464,1.4575486932155195,6.583652121073175,-8.844967762268414,,,3834000.110626225,1.429000029418149e-09,-0.06348624625591694,-6.066155780223197
05383902-0245321,84.66261291503906,-2.758935928344727,,,,,,,,,,,1.1549999713897705,0.218776149183567,0.402999997138977,1.2300905363051091,6.4559102574890455,-9.075617312114524,,,2857000.1125335665,8.402000206686469e-10,-0.3946949569420829,-5.972887484443872
05474836+0040589,86.95153045654297,0.6830329895019531,,,,,,,,,,,1.9739999771118164,1.0375284176335533,0.4480000138282776,2.409774108167959,5.698100556828538,-7.420788234655761,,,499000.012874603,3.794999869910498e-08,-0.34872197259662263,-4.681858018976091
05352459-0511296,83.85249328613281,-5.19157600402832,,,,,,,,,,,4.651999950408936,0.8413951358713411,0.460999995470047,2.17040333278083,5.812244689461358,-7.6495581591686,,,648999.9890327451,2.2409999189676465e-08,-0.3362990788778868,-4.877820478049771
